organism,id,protein_id,go_id,ontology,description,
5530,,KFG80151.1,16021,CC,integral component of membrane,
5530,,KFG80152.1,19915,BP,lipid storage,
5530,,KFG80152.1,31224,CC,intrinsic component of membrane,
5530,,KFG80152.1,8092,MF,cytoskeletal protein binding,
5530,,KFG80152.1,51301,BP,cell division,
5530,,KFG80152.1,120104,CC,actomyosin contractile ring,
5530,,KFG80152.1,72741,BP,protein localization to cell division site,
5530,,KFG80152.1,9898,CC,cytoplasmic side of plasma membrane,
5530,,KFG80152.1,43954,BP,cellular component maintenance,
5530,,KFG80152.1,7016,BP,cytoskeletal anchoring at plasma membrane,
5530,,KFG80152.1,30866,BP,cortical actin cytoskeleton organization,
5530,,KFG80152.1,31032,BP,actomyosin structure organization,
5530,,KFG80152.1,1903047,BP,mitotic cell cycle process,
5530,,KFG80152.1,22607,BP,cellular component assembly,
5530,,KFG80153.1,30015,CC,CCR4-NOT core complex,
5530,,KFG80153.1,6417,BP,regulation of translation,
5530,,KFG80153.1,3735,MF,structural constituent of ribosome,
5530,,KFG80153.1,3677,MF,DNA binding,
5530,,KFG80153.1,932,CC,P-body,
5530,,KFG80153.1,5840,CC,ribosome,
5530,,KFG80153.1,288,BP,nuclear-transcribed mRNA catabolic process,
5530,,KFG80153.1,34249,BP,negative regulation of cellular amide metabolic process,
5530,,KFG80153.1,32269,BP,negative regulation of cellular protein metabolic process,
5530,,KFG80153.1,2000113,BP,negative regulation of cellular macromolecule biosynthetic process,
5530,,KFG80153.1,6412,BP,translation,
5530,,KFG80154.1,9058,BP,biosynthetic process,
5530,,KFG80154.1,3824,MF,catalytic activity,
5530,,KFG80156.1,8168,MF,methyltransferase activity,
5530,,KFG80156.1,32259,BP,methylation,
5530,,KFG80156.1,16021,CC,integral component of membrane,
5530,,KFG80157.1,17056,MF,structural constituent of nuclear pore,
5530,,KFG80157.1,5840,CC,ribosome,
5530,,KFG80157.1,6913,BP,nucleocytoplasmic transport,
5530,,KFG80157.1,5643,CC,nuclear pore,
5530,,KFG80157.1,4672,MF,protein kinase activity,
5530,,KFG80157.1,6468,BP,protein phosphorylation,
5530,,KFG80157.1,5524,MF,ATP binding,
5530,,KFG80157.1,51301,BP,cell division,
5530,,KFG80157.1,16021,CC,integral component of membrane,
5530,,KFG80159.1,79,BP,regulation of cyclin-dependent protein serine/threonine kinase activity,
5530,,KFG80159.1,19901,MF,protein kinase binding,
5530,,KFG80160.1,19829,MF,ATPase-coupled cation transmembrane transporter activity,
5530,,KFG80160.1,30001,BP,metal ion transport,
5530,,KFG80160.1,16021,CC,integral component of membrane,
5530,,KFG80160.1,98655,BP,cation transmembrane transport,
5530,,KFG80160.1,72511,BP,divalent inorganic cation transport,
5530,,KFG80160.1,5524,MF,ATP binding,
5530,,KFG80160.1,6468,BP,protein phosphorylation,
5530,,KFG80160.1,98660,BP,inorganic ion transmembrane transport,
5530,,KFG80160.1,46872,MF,metal ion binding,
5530,,KFG80160.1,5375,MF,copper ion transmembrane transporter activity,
5530,,KFG80160.1,72509,MF,divalent inorganic cation transmembrane transporter activity,
5530,,KFG80160.1,15662,MF,ion transmembrane transporter activity,
5530,,KFG80160.1,16787,MF,hydrolase activity,
5530,,KFG80160.1,4672,MF,protein kinase activity,
5530,,KFG80161.1,16903,MF,oxidoreductase activity,
5530,,KFG80161.1,55114,BP,oxidation-reduction process,
5530,,KFG80161.1,5829,CC,cytosol,
5530,,KFG80161.1,3958,MF,NADPH-hemoprotein reductase activity,
5530,,KFG80161.1,4783,MF,sulfite reductase (NADPH) activity,
5530,,KFG80161.1,10181,MF,FMN binding,
5530,,KFG80161.1,50660,MF,flavin adenine dinucleotide binding,
5530,,KFG80161.1,46872,MF,metal ion binding,
5530,,KFG80162.1,16491,MF,oxidoreductase activity,
5530,,KFG80162.1,55114,BP,oxidation-reduction process,
5530,,KFG80162.1,16021,CC,integral component of membrane,
5530,,KFG80162.1,4816,MF,asparagine-tRNA ligase activity,
5530,,KFG80162.1,6421,BP,asparaginyl-tRNA aminoacylation,
5530,,KFG80162.1,16787,MF,hydrolase activity,
5530,,KFG80162.1,5524,MF,ATP binding,
5530,,KFG80162.1,3676,MF,nucleic acid binding,
5530,,KFG80164.1,8168,MF,methyltransferase activity,
5530,,KFG80164.1,32259,BP,methylation,
5530,,KFG80165.1,17061,MF,S-methyl-5-thioadenosine phosphorylase activity,
5530,,KFG80165.1,19509,BP,L-methionine salvage from methylthioadenosine,
5530,,KFG80165.1,5634,CC,nucleus,
5530,,KFG80165.1,6166,BP,purine ribonucleoside salvage,
5530,,KFG80165.1,5737,CC,cytoplasm,
5530,,KFG80165.1,3712,MF,transcription coregulator activity,
5530,,KFG80165.1,70013,CC,intracellular organelle lumen,
5530,,KFG80165.1,44446,CC,intracellular organelle part,
5530,,KFG80165.1,32991,CC,protein-containing complex,
5530,,KFG80165.1,5576,CC,extracellular region,
5530,,KFG80165.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG80167.1,4185,MF,serine-type carboxypeptidase activity,
5530,,KFG80167.1,6508,BP,proteolysis,
5530,,KFG80168.1,16301,MF,kinase activity,
5530,,KFG80168.1,16310,BP,phosphorylation,
5530,,KFG80168.1,16021,CC,integral component of membrane,
5530,,KFG80168.1,4096,MF,catalase activity,
5530,,KFG80168.1,5886,CC,plasma membrane,
5530,,KFG80168.1,6979,BP,response to oxidative stress,
5530,,KFG80168.1,98869,BP,cellular oxidant detoxification,
5530,,KFG80168.1,20037,MF,heme binding,
5530,,KFG80168.1,55114,BP,oxidation-reduction process,
5530,,KFG80170.1,16747,MF,transferase activity,
5530,,KFG80170.1,6351,BP,transcription,
5530,,KFG80170.1,5634,CC,nucleus,
5530,,KFG80170.1,8270,MF,zinc ion binding,
5530,,KFG80170.1,30976,MF,thiamine pyrophosphate binding,
5530,,KFG80170.1,3677,MF,DNA binding,
5530,,KFG80170.1,287,MF,magnesium ion binding,
5530,,KFG80170.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG80170.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG80171.1,6486,BP,protein glycosylation,
5530,,KFG80171.1,5789,CC,endoplasmic reticulum membrane,
5530,,KFG80171.1,16757,MF,transferase activity,
5530,,KFG80171.1,3676,MF,nucleic acid binding,
5530,,KFG80171.1,16021,CC,integral component of membrane,
5530,,KFG80172.1,6355,BP,regulation of transcription,
5530,,KFG80174.1,9116,BP,nucleoside metabolic process,
5530,,KFG80174.1,16757,MF,transferase activity,
5530,,KFG80174.1,16021,CC,integral component of membrane,
5530,,KFG80174.1,4615,MF,phosphomannomutase activity,
5530,,KFG80174.1,46100,BP,hypoxanthine metabolic process,
5530,,KFG80174.1,32265,BP,XMP salvage,
5530,,KFG80174.1,32264,BP,IMP salvage,
5530,,KFG80174.1,1901659,BP,glycosyl compound biosynthetic process,
5530,,KFG80174.1,34404,BP,nucleobase-containing small molecule biosynthetic process,
5530,,KFG80175.1,16021,CC,integral component of membrane,
5530,,KFG80176.1,16021,CC,integral component of membrane,
5530,,KFG80176.1,1902222,BP,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,
5530,,KFG80176.1,16841,MF,ammonia-lyase activity,
5530,,KFG80176.1,6558,BP,L-phenylalanine metabolic process,
5530,,KFG80176.1,9074,BP,aromatic amino acid family catabolic process,
5530,,KFG80176.1,42737,BP,drug catabolic process,
5530,,KFG80176.1,31231,CC,intrinsic component of peroxisomal membrane,
5530,,KFG80176.1,7031,BP,peroxisome organization,
5530,,KFG80177.1,5739,CC,mitochondrion,
5530,,KFG80177.1,5840,CC,ribosome,
5530,,KFG80178.1,16021,CC,integral component of membrane,
5530,,KFG80178.1,55085,BP,transmembrane transport,
5530,,KFG80178.1,3676,MF,nucleic acid binding,
5530,,KFG80178.1,31226,CC,intrinsic component of plasma membrane,
5530,,KFG80179.1,3849,MF,3-deoxy-7-phosphoheptulonate synthase activity,
5530,,KFG80179.1,9073,BP,aromatic amino acid family biosynthetic process,
5530,,KFG80179.1,5737,CC,cytoplasm,
5530,,KFG80179.1,16021,CC,integral component of membrane,
5530,,KFG80181.1,16021,CC,integral component of membrane,
5530,,KFG80182.1,3735,MF,structural constituent of ribosome,
5530,,KFG80182.1,6412,BP,translation,
5530,,KFG80182.1,5840,CC,ribosome,
5530,,KFG80182.1,15299,MF,solute:proton antiporter activity,
5530,,KFG80182.1,44445,CC,cytosolic part,
5530,,KFG80182.1,16021,CC,integral component of membrane,
5530,,KFG80182.1,44446,CC,intracellular organelle part,
5530,,KFG80182.1,1902600,BP,proton transmembrane transport,
5530,,KFG80183.1,5096,MF,GTPase activator activity,
5530,,KFG80183.1,43547,BP,positive regulation of GTPase activity,
5530,,KFG80184.1,30150,BP,protein import into mitochondrial matrix,
5530,,KFG80184.1,5744,CC,TIM23 mitochondrial import inner membrane translocase complex,
5530,,KFG80185.1,4077,MF,biotin-[acetyl-CoA-carboxylase] ligase activity,
5530,,KFG80185.1,6464,BP,cellular protein modification process,
5530,,KFG80185.1,16021,CC,integral component of membrane,
5530,,KFG80186.1,262,CC,mitochondrial chromosome,
5530,,KFG80186.1,2,BP,mitochondrial genome maintenance,
5530,,KFG80186.1,3697,MF,single-stranded DNA binding,
5530,,KFG80186.1,6281,BP,DNA repair,
5530,,KFG80186.1,733,BP,DNA strand renaturation,
5530,,KFG80186.1,16021,CC,integral component of membrane,
5530,,KFG80186.1,6310,BP,DNA recombination,
5530,,KFG80186.1,35690,BP,cellular response to drug,
5530,,KFG80188.1,4768,MF,stearoyl-CoA 9-desaturase activity,
5530,,KFG80188.1,6636,BP,unsaturated fatty acid biosynthetic process,
5530,,KFG80188.1,5829,CC,cytosol,
5530,,KFG80188.1,16021,CC,integral component of membrane,
5530,,KFG80188.1,47134,MF,protein-disulfide reductase activity,
5530,,KFG80188.1,3871,MF,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,
5530,,KFG80188.1,46872,MF,metal ion binding,
5530,,KFG80188.1,9086,BP,methionine biosynthetic process,
5530,,KFG80188.1,4672,MF,protein kinase activity,
5530,,KFG80188.1,55114,BP,oxidation-reduction process,
5530,,KFG80188.1,6468,BP,protein phosphorylation,
5530,,KFG80188.1,22857,MF,transmembrane transporter activity,
5530,,KFG80188.1,5524,MF,ATP binding,
5530,,KFG80188.1,32259,BP,methylation,
5530,,KFG80188.1,55085,BP,transmembrane transport,
5530,,KFG80189.1,42085,MF,5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity,
5530,,KFG80189.1,9086,BP,methionine biosynthetic process,
5530,,KFG80189.1,8172,MF,S-methyltransferase activity,
5530,,KFG80189.1,8270,MF,zinc ion binding,
5530,,KFG80189.1,32259,BP,methylation,
5530,,KFG80190.1,4553,MF,hydrolase activity,
5530,,KFG80190.1,5975,BP,carbohydrate metabolic process,
5530,,KFG80190.1,16021,CC,integral component of membrane,
5530,,KFG80190.1,4190,MF,aspartic-type endopeptidase activity,
5530,,KFG80190.1,6508,BP,proteolysis,
5530,,KFG80190.1,32040,CC,small-subunit processome,
5530,,KFG80190.1,7275,BP,multicellular organism development,
5530,,KFG80190.1,5576,CC,extracellular region,
5530,,KFG80190.1,30246,MF,carbohydrate binding,
5530,,KFG80190.1,3993,MF,acid phosphatase activity,
5530,,KFG80190.1,16311,BP,dephosphorylation,
5530,,KFG80190.1,6364,BP,rRNA processing,
5530,,KFG80190.1,42626,MF,ATPase-coupled transmembrane transporter activity,
5530,,KFG80190.1,6810,BP,transport,
5530,,KFG80190.1,16887,MF,ATPase activity,
5530,,KFG80190.1,5044,MF,scavenger receptor activity,
5530,,KFG80190.1,46873,MF,metal ion transmembrane transporter activity,
5530,,KFG80190.1,43167,MF,ion binding,
5530,,KFG80190.1,32559,MF,adenyl ribonucleotide binding,
5530,,KFG80190.1,8144,MF,drug binding,
5530,,KFG80190.1,8234,MF,cysteine-type peptidase activity,
5530,,KFG80191.1,8168,MF,methyltransferase activity,
5530,,KFG80191.1,32259,BP,methylation,
5530,,KFG80191.1,16021,CC,integral component of membrane,
5530,,KFG80191.1,16787,MF,hydrolase activity,
5530,,KFG80193.1,3824,MF,catalytic activity,
5530,,KFG80193.1,2100,BP,tRNA wobble adenosine to inosine editing,
5530,,KFG80194.1,8168,MF,methyltransferase activity,
5530,,KFG80194.1,32259,BP,methylation,
5530,,KFG80195.1,46983,MF,protein dimerization activity,
5530,,KFG80195.1,3677,MF,DNA binding,
5530,,KFG80196.1,42626,MF,ATPase-coupled transmembrane transporter activity,
5530,,KFG80196.1,55085,BP,transmembrane transport,
5530,,KFG80196.1,16021,CC,integral component of membrane,
5530,,KFG80196.1,16887,MF,ATPase activity,
5530,,KFG80196.1,5886,CC,plasma membrane,
5530,,KFG80196.1,55114,BP,oxidation-reduction process,
5530,,KFG80196.1,5524,MF,ATP binding,
5530,,KFG80196.1,16491,MF,oxidoreductase activity,
5530,,KFG80197.1,42626,MF,ATPase-coupled transmembrane transporter activity,
5530,,KFG80197.1,6810,BP,transport,
5530,,KFG80197.1,5794,CC,Golgi apparatus,
5530,,KFG80197.1,16021,CC,integral component of membrane,
5530,,KFG80197.1,16887,MF,ATPase activity,
5530,,KFG80197.1,7030,BP,Golgi organization,
5530,,KFG80197.1,35592,BP,establishment of protein localization to extracellular region,
5530,,KFG80197.1,5524,MF,ATP binding,
5530,,KFG80198.1,8168,MF,methyltransferase activity,
5530,,KFG80198.1,32259,BP,methylation,
5530,,KFG80199.1,1671,MF,ATPase activator activity,
5530,,KFG80199.1,439,CC,transcription factor TFIIH core complex,
5530,,KFG80199.1,32781,BP,positive regulation of ATPase activity,
5530,,KFG80199.1,6289,BP,nucleotide-excision repair,
5530,,KFG80199.1,3743,MF,translation initiation factor activity,
5530,,KFG80199.1,8353,MF,RNA polymerase II CTD heptapeptide repeat kinase activity,
5530,,KFG80199.1,3690,MF,double-stranded DNA binding,
5530,,KFG80199.1,5675,CC,transcription factor TFIIH holo complex,
5530,,KFG80199.1,5506,MF,iron ion binding,
5530,,KFG80199.1,6413,BP,translational initiation,
5530,,KFG80199.1,16491,MF,oxidoreductase activity,
5530,,KFG80199.1,16021,CC,integral component of membrane,
5530,,KFG80199.1,70816,BP,phosphorylation of RNA polymerase II C-terminal domain,
5530,,KFG80199.1,8610,BP,lipid biosynthetic process,
5530,,KFG80199.1,55114,BP,oxidation-reduction process,
5530,,KFG80200.1,47617,MF,acyl-CoA hydrolase activity,
5530,,KFG80200.1,22904,BP,respiratory electron transport chain,
5530,,KFG80200.1,16649,MF,oxidoreductase activity,
5530,,KFG80200.1,16853,MF,isomerase activity,
5530,,KFG80200.1,9055,MF,electron transfer activity,
5530,,KFG80203.1,4038,MF,allantoinase activity,
5530,,KFG80204.1,974,CC,Prp19 complex,
5530,,KFG80204.1,61630,MF,ubiquitin protein ligase activity,
5530,,KFG80204.1,16567,BP,protein ubiquitination,
5530,,KFG80204.1,398,BP,mRNA splicing,
5530,,KFG80204.1,71006,CC,U2-type catalytic step 1 spliceosome,
5530,,KFG80204.1,71013,CC,catalytic step 2 spliceosome,
5530,,KFG80204.1,30,MF,mannosyltransferase activity,
5530,,KFG80204.1,6281,BP,DNA repair,
5530,,KFG80204.1,16874,MF,ligase activity,
5530,,KFG80204.1,16676,MF,oxidoreductase activity,
5530,,KFG80204.1,15002,MF,heme-copper terminal oxidase activity,
5530,,KFG80204.1,15078,MF,proton transmembrane transporter activity,
5530,,KFG80204.1,9055,MF,electron transfer activity,
5530,,KFG80204.1,5740,CC,mitochondrial envelope,
5530,,KFG80204.1,16021,CC,integral component of membrane,
5530,,KFG80204.1,9058,BP,biosynthetic process,
5530,,KFG80204.1,22618,BP,ribonucleoprotein complex assembly,
5530,,KFG80204.1,97502,BP,mannosylation,
5530,,KFG80204.1,43413,BP,macromolecule glycosylation,
5530,,KFG80204.1,9100,BP,glycoprotein metabolic process,
5530,,KFG80204.1,1902600,BP,proton transmembrane transport,
5530,,KFG80204.1,22900,BP,electron transport chain,
5530,,KFG80205.1,974,CC,Prp19 complex,
5530,,KFG80205.1,61630,MF,ubiquitin protein ligase activity,
5530,,KFG80205.1,16567,BP,protein ubiquitination,
5530,,KFG80205.1,398,BP,mRNA splicing,
5530,,KFG80205.1,6281,BP,DNA repair,
5530,,KFG80206.1,16874,MF,ligase activity,
5530,,KFG80206.1,55114,BP,oxidation-reduction process,
5530,,KFG80206.1,16491,MF,oxidoreductase activity,
5530,,KFG80207.1,16874,MF,ligase activity,
5530,,KFG80207.1,1676,BP,long-chain fatty acid metabolic process,
5530,,KFG80207.1,16021,CC,integral component of membrane,
5530,,KFG80207.1,4497,MF,monooxygenase activity,
5530,,KFG80207.1,55114,BP,oxidation-reduction process,
5530,,KFG80207.1,19748,BP,secondary metabolic process,
5530,,KFG80207.1,36094,MF,small molecule binding,
5530,,KFG80207.1,9852,BP,auxin catabolic process,
5530,,KFG80207.1,43168,MF,anion binding,
5530,,KFG80207.1,42178,BP,xenobiotic catabolic process,
5530,,KFG80207.1,1901265,MF,nucleoside phosphate binding,
5530,,KFG80207.1,42537,BP,benzene-containing compound metabolic process,
5530,,KFG80207.1,8144,MF,drug binding,
5530,,KFG80207.1,72329,BP,monocarboxylic acid catabolic process,
5530,,KFG80207.1,97367,MF,carbohydrate derivative binding,
5530,,KFG80207.1,98754,BP,detoxification,
5530,,KFG80207.1,72341,MF,modified amino acid binding,
5530,,KFG80207.1,33218,MF,amide binding,
5530,,KFG80207.1,19439,BP,aromatic compound catabolic process,
5530,,KFG80207.1,1901361,BP,organic cyclic compound catabolic process,
5530,,KFG80207.1,48037,MF,cofactor binding,
5530,,KFG80207.1,16788,MF,hydrolase activity,
5530,,KFG80207.1,8270,MF,zinc ion binding,
5530,,KFG80207.1,16740,MF,transferase activity,
5530,,KFG80207.1,8610,BP,lipid biosynthetic process,
5530,,KFG80208.1,16491,MF,oxidoreductase activity,
5530,,KFG80208.1,55114,BP,oxidation-reduction process,
5530,,KFG80208.1,5829,CC,cytosol,
5530,,KFG80208.1,16021,CC,integral component of membrane,
5530,,KFG80209.1,70966,BP,nuclear-transcribed mRNA catabolic process,
5530,,KFG80209.1,4519,MF,endonuclease activity,
5530,,KFG80209.1,5737,CC,cytoplasm,
5530,,KFG80209.1,70481,BP,nuclear-transcribed mRNA catabolic process,
5530,,KFG80209.1,71025,BP,RNA surveillance,
5530,,KFG80209.1,46872,MF,metal ion binding,
5530,,KFG80209.1,16491,MF,oxidoreductase activity,
5530,,KFG80209.1,43022,MF,ribosome binding,
5530,,KFG80209.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,
5530,,KFG80209.1,70651,BP,nonfunctional rRNA decay,
5530,,KFG80209.1,32790,BP,ribosome disassembly,
5530,,KFG80209.1,55114,BP,oxidation-reduction process,
5530,,KFG80210.1,17137,MF,Rab GTPase binding,
5530,,KFG80210.1,70966,BP,nuclear-transcribed mRNA catabolic process,
5530,,KFG80210.1,70481,BP,nuclear-transcribed mRNA catabolic process,
5530,,KFG80210.1,71025,BP,RNA surveillance,
5530,,KFG80211.1,45454,BP,cell redox homeostasis,
5530,,KFG80211.1,15035,MF,protein disulfide oxidoreductase activity,
5530,,KFG80211.1,5623,CC,cell,
5530,,KFG80211.1,6662,BP,glycerol ether metabolic process,
5530,,KFG80211.1,43227,CC,membrane-bounded organelle,
5530,,KFG80211.1,19863,MF,IgE binding,
5530,,KFG80211.1,3884,MF,D-amino-acid oxidase activity,
5530,,KFG80211.1,30,MF,mannosyltransferase activity,
5530,,KFG80211.1,55114,BP,oxidation-reduction process,
5530,,KFG80211.1,16209,MF,antioxidant activity,
5530,,KFG80211.1,34599,BP,cellular response to oxidative stress,
5530,,KFG80211.1,1990355,BP,L-methionine salvage from methionine sulphoxide,
5530,,KFG80211.1,1900409,BP,positive regulation of cellular response to oxidative stress,
5530,,KFG80211.1,44422,CC,organelle part,
5530,,KFG80211.1,16021,CC,integral component of membrane,
5530,,KFG80211.1,97502,BP,mannosylation,
5530,,KFG80211.1,42744,BP,hydrogen peroxide catabolic process,
5530,,KFG80211.1,103,BP,sulfate assimilation,
5530,,KFG80211.1,302,BP,response to reactive oxygen species,
5530,,KFG80211.1,1901701,BP,cellular response to oxygen-containing compound,
5530,,KFG80211.1,98869,BP,cellular oxidant detoxification,
5530,,KFG80212.1,5634,CC,nucleus,
5530,,KFG80212.1,51082,MF,unfolded protein binding,
5530,,KFG80212.1,42254,BP,ribosome biogenesis,
5530,,KFG80212.1,70013,CC,intracellular organelle lumen,
5530,,KFG80212.1,44446,CC,intracellular organelle part,
5530,,KFG80212.1,43232,CC,intracellular non-membrane-bounded organelle,
5530,,KFG80213.1,22857,MF,transmembrane transporter activity,
5530,,KFG80213.1,55085,BP,transmembrane transport,
5530,,KFG80213.1,16021,CC,integral component of membrane,
5530,,KFG80213.1,62,MF,fatty-acyl-CoA binding,
5530,,KFG80213.1,4061,MF,arylformamidase activity,
5530,,KFG80213.1,19441,BP,tryptophan catabolic process to kynurenine,
