id,protein_id,go_id,ontology,description,,,,
,KID62774.1,98798,CC,mitochondrial protein complex,,,,
,KID62774.1,28,BP,ribosomal small subunit assembly,,,,
,KID62774.1,462,BP,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA,,,,
,KID62774.1,16021,CC,integral component of membrane,,,,
,KID62775.1,30150,BP,protein import into mitochondrial matrix,,,,
,KID62775.1,51087,MF,chaperone binding,,,,
,KID62775.1,5743,CC,mitochondrial inner membrane,,,,
,KID62775.1,5840,CC,ribosome,,,,
,KID62776.1,16798,MF,hydrolase activity,,,,
,KID62776.1,35434,BP,copper ion transmembrane transport,,,,
,KID62776.1,16021,CC,integral component of membrane,,,,
,KID62776.1,5375,MF,copper ion transmembrane transporter activity,,,,
,KID62776.1,8152,BP,metabolic process,,,,
,KID62776.1,3723,MF,RNA binding,,,,
,KID62776.1,16491,MF,oxidoreductase activity,,,,
,KID62777.1,16787,MF,hydrolase activity,,,,
,KID62777.1,6203,BP,dGTP catabolic process,,,,
,KID62777.1,5829,CC,cytosol,,,,
,KID62777.1,43565,MF,sequence-specific DNA binding,,,,
,KID62777.1,16779,MF,nucleotidyltransferase activity,,,,
,KID62777.1,3700,MF,DNA-binding transcription factor activity,,,,
,KID62777.1,46872,MF,metal ion binding,,,,
,KID62777.1,140096,MF,catalytic activity,,,,
,KID62777.1,6974,BP,cellular response to DNA damage stimulus,,,,
,KID62777.1,16311,BP,dephosphorylation,,,,
,KID62777.1,6355,BP,regulation of transcription,,,,
,KID62777.1,6508,BP,proteolysis,,,,
,KID62778.1,35091,MF,phosphatidylinositol binding,,,,
,KID62778.1,9058,BP,biosynthetic process,,,,
,KID62778.1,3824,MF,catalytic activity,,,,
,KID62779.1,35091,MF,phosphatidylinositol binding,,,,
,KID62779.1,55085,BP,transmembrane transport,,,,
,KID62779.1,16021,CC,integral component of membrane,,,,
,KID62779.1,55114,BP,oxidation-reduction process,,,,
,KID62779.1,16705,MF,oxidoreductase activity,,,,
,KID62779.1,4497,MF,monooxygenase activity,,,,
,KID62779.1,5506,MF,iron ion binding,,,,
,KID62779.1,20037,MF,heme binding,,,,
,KID62779.1,22857,MF,transmembrane transporter activity,,,,
,KID62780.1,6865,BP,amino acid transport,,,,
,KID62780.1,22857,MF,transmembrane transporter activity,,,,
,KID62780.1,16021,CC,integral component of membrane,,,,
,KID62780.1,55085,BP,transmembrane transport,,,,
,KID62780.1,6821,BP,chloride transport,,,,
,KID62781.1,17062,BP,respiratory chain complex III assembly,,,,
,KID62781.1,5524,MF,ATP binding,,,,
,KID62781.1,5739,CC,mitochondrion,,,,
,KID62781.1,33108,BP,mitochondrial respiratory chain complex assembly,,,,
,KID62782.1,17062,BP,respiratory chain complex III assembly,,,,
,KID62782.1,5739,CC,mitochondrion,,,,
,KID62782.1,5524,MF,ATP binding,,,,
,KID62782.1,33108,BP,mitochondrial respiratory chain complex assembly,,,,
,KID62782.1,16021,CC,integral component of membrane,,,,
,KID62782.1,470,BP,maturation of LSU-rRNA,,,,
,KID62782.1,27,BP,ribosomal large subunit assembly,,,,
,KID62782.1,5576,CC,extracellular region,,,,
,KID62782.1,19843,MF,rRNA binding,,,,
,KID62782.1,16787,MF,hydrolase activity,,,,
,KID62783.1,4332,MF,fructose-bisphosphate aldolase activity,,,,
,KID62783.1,6096,BP,glycolytic process,,,,
,KID62783.1,8270,MF,zinc ion binding,,,,
,KID62784.1,8142,MF,oxysterol binding,,,,
,KID62784.1,6869,BP,lipid transport,,,,
,KID62784.1,5829,CC,cytosol,,,,
,KID62784.1,4332,MF,fructose-bisphosphate aldolase activity,,,,
,KID62784.1,43231,CC,intracellular membrane-bounded organelle,,,,
,KID62784.1,16020,CC,membrane,,,,
,KID62785.1,16021,CC,integral component of membrane,,,,
,KID62786.1,1902391,BP,positive regulation of N-terminal peptidyl-serine acetylation,,,,
,KID62786.1,10698,MF,acetyltransferase activator activity,,,,
,KID62786.1,31415,CC,NatA complex,,,,
,KID62786.1,16740,MF,transferase activity,,,,
,KID62786.1,42802,MF,identical protein binding,,,,
,KID62786.1,43085,BP,positive regulation of catalytic activity,,,,
,KID62786.1,35091,MF,phosphatidylinositol binding,,,,
,KID62786.1,17196,BP,N-terminal peptidyl-methionine acetylation,,,,
,KID62787.1,3951,MF,NAD+ kinase activity,,,,
,KID62787.1,16310,BP,phosphorylation,,,,
,KID62787.1,16021,CC,integral component of membrane,,,,
,KID62789.1,18024,MF,histone-lysine N-methyltransferase activity,,,,
,KID62789.1,34968,BP,histone lysine methylation,,,,
,KID62789.1,5694,CC,chromosome,,,,
,KID62789.1,5634,CC,nucleus,,,,
,KID62789.1,8270,MF,zinc ion binding,,,,
,KID62789.1,16021,CC,integral component of membrane,,,,
,KID62789.1,51287,MF,NAD binding,,,,
,KID62789.1,50661,MF,NADP binding,,,,
,KID62789.1,4553,MF,hydrolase activity,,,,
,KID62789.1,16491,MF,oxidoreductase activity,,,,
,KID62789.1,30245,BP,cellulose catabolic process,,,,
,KID62789.1,5515,MF,protein binding,,,,
,KID62789.1,55114,BP,oxidation-reduction process,,,,
,KID62790.1,18024,MF,histone-lysine N-methyltransferase activity,,,,
,KID62790.1,34968,BP,histone lysine methylation,,,,
,KID62790.1,5694,CC,chromosome,,,,
,KID62790.1,30688,CC,preribosome,,,,
,KID62790.1,5634,CC,nucleus,,,,
,KID62790.1,8270,MF,zinc ion binding,,,,
,KID62790.1,4553,MF,hydrolase activity,,,,
,KID62790.1,6364,BP,rRNA processing,,,,
,KID62790.1,5975,BP,carbohydrate metabolic process,,,,
,KID62791.1,30126,CC,COPI vesicle coat,,,,
,KID62791.1,16192,BP,vesicle-mediated transport,,,,
,KID62791.1,5198,MF,structural molecule activity,,,,
,KID62791.1,6886,BP,intracellular protein transport,,,,
,KID62791.1,139,CC,Golgi membrane,,,,
,KID62792.1,35145,CC,exon-exon junction complex,,,,
,KID62792.1,8380,BP,RNA splicing,,,,
,KID62792.1,5524,MF,ATP binding,,,,
,KID62792.1,16301,MF,kinase activity,,,,
,KID62792.1,16310,BP,phosphorylation,,,,
,KID62793.1,35145,CC,exon-exon junction complex,,,,
,KID62793.1,8380,BP,RNA splicing,,,,
,KID62793.1,61630,MF,ubiquitin protein ligase activity,,,,
,KID62793.1,43161,BP,proteasome-mediated ubiquitin-dependent protein catabolic process,,,,
,KID62793.1,16567,BP,protein ubiquitination,,,,
,KID62793.1,16021,CC,integral component of membrane,,,,
,KID62794.1,43528,CC,tRNA (m2G10) methyltransferase complex,,,,
,KID62794.1,4809,MF,tRNA (guanine-N2-)-methyltransferase activity,,,,
,KID62794.1,32259,BP,methylation,,,,
,KID62794.1,6400,BP,tRNA modification,,,,
,KID62794.1,3676,MF,nucleic acid binding,,,,
,KID62794.1,44260,BP,cellular macromolecule metabolic process,,,,
,KID62796.1,6915,BP,apoptotic process,,,,
,KID62796.1,8134,MF,transcription factor binding,,,,
,KID62796.1,8168,MF,methyltransferase activity,,,,
,KID62796.1,32259,BP,methylation,,,,
,KID62796.1,6351,BP,transcription,,,,
,KID62796.1,3676,MF,nucleic acid binding,,,,
,KID62797.1,51730,MF,GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity,,,,
,KID62797.1,6388,BP,tRNA splicing,,,,
,KID62797.1,5637,CC,nuclear inner membrane,,,,
,KID62797.1,3972,MF,RNA ligase (ATP) activity,,,,
,KID62797.1,8081,MF,phosphoric diester hydrolase activity,,,,
,KID62797.1,16310,BP,phosphorylation,,,,
,KID62797.1,5524,MF,ATP binding,,,,
,KID62797.1,16779,MF,nucleotidyltransferase activity,,,,
,KID62799.1,42254,BP,ribosome biogenesis,,,,
,KID62799.1,5840,CC,ribosome,,,,
,KID62799.1,3972,MF,RNA ligase (ATP) activity,,,,
,KID62799.1,6388,BP,tRNA splicing,,,,
,KID62799.1,5524,MF,ATP binding,,,,
,KID62799.1,5759,CC,mitochondrial matrix,,,,
,KID62799.1,98798,CC,mitochondrial protein complex,,,,
,KID62799.1,3735,MF,structural constituent of ribosome,,,,
,KID62799.1,16021,CC,integral component of membrane,,,,
,KID62799.1,6412,BP,translation,,,,
,KID62799.1,46872,MF,metal ion binding,,,,
,KID62800.1,30163,BP,protein catabolic process,,,,
,KID62800.1,5524,MF,ATP binding,,,,
,KID62800.1,5737,CC,cytoplasm,,,,
,KID62800.1,502,CC,proteasome complex,,,,
,KID62800.1,6508,BP,proteolysis,,,,
,KID62800.1,8233,MF,peptidase activity,,,,
,KID62800.1,45899,BP,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly,,,,
,KID62801.1,30163,BP,protein catabolic process,,,,
,KID62801.1,5524,MF,ATP binding,,,,
,KID62801.1,5737,CC,cytoplasm,,,,
,KID62801.1,16787,MF,hydrolase activity,,,,
,KID62801.1,6508,BP,proteolysis,,,,
,KID62801.1,140096,MF,catalytic activity,,,,
,KID62802.1,463,BP,maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA,,,,
,KID62802.1,30687,CC,preribosome,,,,
,KID62802.1,43021,MF,ribonucleoprotein complex binding,,,,
,KID62802.1,466,BP,maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA,,,,
,KID62802.1,5730,CC,nucleolus,,,,
,KID62802.1,5654,CC,nucleoplasm,,,,
,KID62803.1,16272,CC,prefoldin complex,,,,
,KID62803.1,51082,MF,unfolded protein binding,,,,
,KID62803.1,6457,BP,protein folding,,,,
,KID62804.1,8540,CC,proteasome regulatory particle,,,,
,KID62804.1,6672,BP,ceramide metabolic process,,,,
,KID62804.1,5515,MF,protein binding,,,,
,KID62804.1,51017,BP,actin filament bundle assembly,,,,
,KID62804.1,16272,CC,prefoldin complex,,,,
,KID62804.1,44877,MF,protein-containing complex binding,,,,
,KID62804.1,6511,BP,ubiquitin-dependent protein catabolic process,,,,
,KID62804.1,16811,MF,hydrolase activity,,,,
,KID62804.1,3676,MF,nucleic acid binding,,,,
,KID62804.1,16021,CC,integral component of membrane,,,,
,KID62804.1,6457,BP,protein folding,,,,
,KID62805.1,1904983,BP,glycine import into mitochondrion,,,,
,KID62805.1,15187,MF,glycine transmembrane transporter activity,,,,
,KID62805.1,5743,CC,mitochondrial inner membrane,,,,
,KID62805.1,17119,CC,Golgi transport complex,,,,
,KID62805.1,16021,CC,integral component of membrane,,,,
,KID62806.1,17119,CC,Golgi transport complex,,,,
,KID62807.1,16021,CC,integral component of membrane,,,,
,KID62807.1,16853,MF,isomerase activity,,,,
,KID62807.1,5789,CC,endoplasmic reticulum membrane,,,,
,KID62808.1,43130,MF,ubiquitin binding,,,,
,KID62808.1,6897,BP,endocytosis,,,,
,KID62808.1,5887,CC,integral component of plasma membrane,,,,
,KID62808.1,30674,MF,protein binding,,,,
,KID62808.1,42802,MF,identical protein binding,,,,
,KID62808.1,8092,MF,cytoskeletal protein binding,,,,
,KID62808.1,32264,BP,IMP salvage,,,,
,KID62808.1,3876,MF,AMP deaminase activity,,,,
,KID62808.1,5034,MF,osmosensor activity,,,,
,KID62808.1,55085,BP,transmembrane transport,,,,
,KID62809.1,3876,MF,AMP deaminase activity,,,,
,KID62809.1,32264,BP,IMP salvage,,,,
,KID62809.1,159,CC,protein phosphatase type 2A complex,,,,
,KID62809.1,16021,CC,integral component of membrane,,,,
,KID62809.1,43130,MF,ubiquitin binding,,,,
,KID62809.1,30674,MF,protein binding,,,,
,KID62809.1,42802,MF,identical protein binding,,,,
,KID62809.1,8092,MF,cytoskeletal protein binding,,,,
,KID62809.1,19888,MF,protein phosphatase regulator activity,,,,
,KID62809.1,55085,BP,transmembrane transport,,,,
,KID62809.1,43666,BP,regulation of phosphoprotein phosphatase activity,,,,
,KID62810.1,159,CC,protein phosphatase type 2A complex,,,,
,KID62810.1,19888,MF,protein phosphatase regulator activity,,,,
,KID62810.1,43666,BP,regulation of phosphoprotein phosphatase activity,,,,
,KID62810.1,5934,CC,cellular bud tip,,,,
,KID62810.1,4722,MF,protein serine/threonine phosphatase activity,,,,
,KID62810.1,43332,CC,mating projection tip,,,,
,KID62810.1,5935,CC,cellular bud neck,,,,
,KID62810.1,329,CC,fungal-type vacuole membrane,,,,
,KID62810.1,72686,CC,mitotic spindle,,,,
,KID62810.1,61586,BP,positive regulation of transcription by transcription factor localization,,,,
,KID62810.1,31030,BP,negative regulation of septation initiation signaling,,,,
,KID62810.1,10515,BP,negative regulation of induction of conjugation with cellular fusion,,,,
,KID62810.1,70262,BP,peptidyl-serine dephosphorylation,,,,
,KID62810.1,2000786,BP,positive regulation of autophagosome assembly,,,,
,KID62810.1,34260,BP,negative regulation of GTPase activity,,,,
,KID62810.1,1100,BP,negative regulation of exit from mitosis,,,,
,KID62810.1,10971,BP,positive regulation of G2/M transition of mitotic cell cycle,,,,
,KID62810.1,1903504,BP,regulation of mitotic spindle checkpoint,,,,
,KID62810.1,5634,CC,nucleus,,,,
,KID62810.1,1900182,BP,positive regulation of protein localization to nucleus,,,,
,KID62810.1,35307,BP,positive regulation of protein dephosphorylation,,,,
,KID62810.1,44818,BP,mitotic G2/M transition checkpoint,,,,
,KID62810.1,5829,CC,cytosol,,,,
,KID62810.1,45143,BP,homologous chromosome segregation,,,,
,KID62810.1,16021,CC,integral component of membrane,,,,
,KID62810.1,30071,BP,regulation of mitotic metaphase/anaphase transition,,,,
,KID62810.1,55085,BP,transmembrane transport,,,,
,KID62812.1,30983,MF,mismatched DNA binding,,,,
,KID62812.1,6298,BP,mismatch repair,,,,
,KID62812.1,32301,CC,MutSalpha complex,,,,
,KID62812.1,5524,MF,ATP binding,,,,
,KID62812.1,16021,CC,integral component of membrane,,,,
,KID62812.1,46873,MF,metal ion transmembrane transporter activity,,,,
,KID62812.1,30001,BP,metal ion transport,,,,
,KID62812.1,55085,BP,transmembrane transport,,,,
,KID62813.1,16021,CC,integral component of membrane,,,,
,KID62814.1,5634,CC,nucleus,,,,
,KID62814.1,3677,MF,DNA binding,,,,
,KID62815.1,46872,MF,metal ion binding,,,,
,KID62815.1,6413,BP,translational initiation,,,,
,KID62815.1,5634,CC,nucleus,,,,
,KID62815.1,3743,MF,translation initiation factor activity,,,,
,KID62815.1,3677,MF,DNA binding,,,,
,KID62816.1,5216,MF,ion channel activity,,,,
,KID62816.1,5891,CC,voltage-gated calcium channel complex,,,,
,KID62816.1,34765,BP,regulation of ion transmembrane transport,,,,
,KID62816.1,70588,BP,calcium ion transmembrane transport,,,,
,KID62816.1,5509,MF,calcium ion binding,,,,
,KID62816.1,15085,MF,calcium ion transmembrane transporter activity,,,,
,KID62816.1,5244,MF,voltage-gated ion channel activity,,,,
,KID62816.1,6298,BP,mismatch repair,,,,
,KID62816.1,30983,MF,mismatched DNA binding,,,,
,KID62816.1,5524,MF,ATP binding,,,,
,KID62817.1,3879,MF,ATP phosphoribosyltransferase activity,,,,
,KID62817.1,105,BP,histidine biosynthetic process,,,,
,KID62817.1,5737,CC,cytoplasm,,,,
,KID62817.1,287,MF,magnesium ion binding,,,,
,KID62817.1,16021,CC,integral component of membrane,,,,
,KID62818.1,30435,BP,sporulation resulting in formation of a cellular spore,,,,
,KID62818.1,5634,CC,nucleus,,,,
,KID62818.1,5737,CC,cytoplasm,,,,
,KID62818.1,9405,BP,pathogenesis,,,,
,KID62820.1,4853,MF,uroporphyrinogen decarboxylase activity,,,,
,KID62820.1,6782,BP,protoporphyrinogen IX biosynthetic process,,,,
,KID62820.1,5829,CC,cytosol,,,,
,KID62821.1,3924,MF,GTPase activity,,,,
,KID62821.1,16021,CC,integral component of membrane,,,,
,KID62821.1,5525,MF,GTP binding,,,,
,KID62823.1,4386,MF,helicase activity,,,,
,KID62823.1,462,BP,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA,,,,
,KID62823.1,5730,CC,nucleolus,,,,
,KID62823.1,5524,MF,ATP binding,,,,
,KID62823.1,42802,MF,identical protein binding,,,,
,KID62823.1,140098,MF,catalytic activity,,,,
,KID62823.1,3676,MF,nucleic acid binding,,,,
,KID62824.1,8168,MF,methyltransferase activity,,,,
,KID62824.1,32259,BP,methylation,,,,
,KID62824.1,3723,MF,RNA binding,,,,
,KID62824.1,16787,MF,hydrolase activity,,,,
,KID62825.1,6325,BP,chromatin organization,,,,
,KID62825.1,5634,CC,nucleus,,,,
,KID62825.1,46872,MF,metal ion binding,,,,
,KID62825.1,16740,MF,transferase activity,,,,
,KID62826.1,32041,MF,NAD-dependent histone deacetylase activity (H3-K14 specific),,,,
,KID62826.1,70932,BP,histone H3 deacetylation,,,,
,KID62826.1,5634,CC,nucleus,,,,
,KID62826.1,46872,MF,metal ion binding,,,,
,KID62826.1,70013,CC,intracellular organelle lumen,,,,
,KID62826.1,1902494,CC,catalytic complex,,,,
,KID62826.1,44446,CC,intracellular organelle part,,,,
,KID62826.1,70933,BP,histone H4 deacetylation,,,,
,KID62826.1,45944,BP,positive regulation of transcription by RNA polymerase II,,,,
,KID62827.1,31505,BP,fungal-type cell wall organization,,,,
,KID62827.1,9277,CC,fungal-type cell wall,,,,
,KID62827.1,16787,MF,hydrolase activity,,,,
,KID62827.1,9986,CC,cell surface,,,,
,KID62827.1,30246,MF,carbohydrate binding,,,,
,KID62827.1,5576,CC,extracellular region,,,,
,KID62827.1,6076,BP,(1->3)-beta-D-glucan catabolic process,,,,
,KID62827.1,30448,BP,hyphal growth,,,,
,KID62827.1,16021,CC,integral component of membrane,,,,
,KID62827.1,9405,BP,pathogenesis,,,,
,KID62828.1,3676,MF,nucleic acid binding,,,,
,KID62828.1,16747,MF,transferase activity,,,,
,KID62829.1,16747,MF,transferase activity,,,,
,KID62829.1,16021,CC,integral component of membrane,,,,
,KID62829.1,6281,BP,DNA repair,,,,
,KID62829.1,8270,MF,zinc ion binding,,,,
,KID62829.1,3677,MF,DNA binding,,,,
,KID62830.1,6281,BP,DNA repair,,,,
,KID62830.1,8270,MF,zinc ion binding,,,,
,KID62830.1,5634,CC,nucleus,,,,
,KID62830.1,3677,MF,DNA binding,,,,
,KID62830.1,5739,CC,mitochondrion,,,,
,KID62830.1,16829,MF,lyase activity,,,,
,KID62830.1,4519,MF,endonuclease activity,,,,
,KID62830.1,16021,CC,integral component of membrane,,,,
,KID62830.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,,,,
,KID62830.1,3906,MF,DNA-(apurinic or apyrimidinic site) endonuclease activity,,,,
,KID62830.1,16747,MF,transferase activity,,,,
,KID62830.1,16853,MF,isomerase activity,,,,
,KID62830.1,55114,BP,oxidation-reduction process,,,,
,KID62830.1,8081,MF,phosphoric diester hydrolase activity,,,,
,KID62830.1,16705,MF,oxidoreductase activity,,,,
,KID62830.1,4497,MF,monooxygenase activity,,,,
,KID62830.1,5506,MF,iron ion binding,,,,
,KID62830.1,20037,MF,heme binding,,,,
,KID62831.1,7094,BP,mitotic spindle assembly checkpoint,,,,
,KID62831.1,4672,MF,protein kinase activity,,,,
,KID62831.1,15,CC,phosphopyruvate hydratase complex,,,,
,KID62831.1,5524,MF,ATP binding,,,,
,KID62831.1,4427,MF,inorganic diphosphatase activity,,,,
,KID62831.1,287,MF,magnesium ion binding,,,,
,KID62831.1,4634,MF,phosphopyruvate hydratase activity,,,,
,KID62831.1,6468,BP,protein phosphorylation,,,,
,KID62831.1,6096,BP,glycolytic process,,,,
,KID62832.1,4634,MF,phosphopyruvate hydratase activity,,,,
,KID62832.1,15,CC,phosphopyruvate hydratase complex,,,,
,KID62832.1,6096,BP,glycolytic process,,,,
,KID62832.1,287,MF,magnesium ion binding,,,,
,KID62832.1,3743,MF,translation initiation factor activity,,,,
,KID62832.1,33290,CC,eukaryotic 48S preinitiation complex,,,,
,KID62832.1,16282,CC,eukaryotic 43S preinitiation complex,,,,
,KID62832.1,5852,CC,eukaryotic translation initiation factor 3 complex,,,,
,KID62832.1,4672,MF,protein kinase activity,,,,
,KID62832.1,5524,MF,ATP binding,,,,
,KID62832.1,97308,BP,cellular response to farnesol,,,,
,KID62832.1,71470,BP,cellular response to osmotic stress,,,,
,KID62832.1,1732,BP,formation of cytoplasmic translation initiation complex,,,,
,KID62832.1,15976,BP,carbon utilization,,,,
,KID62832.1,6094,BP,gluconeogenesis,,,,
,KID62832.1,6468,BP,protein phosphorylation,,,,
,KID62833.1,3723,MF,RNA binding,,,,
,KID62833.1,5730,CC,nucleolus,,,,
,KID62833.1,42254,BP,ribosome biogenesis,,,,
,KID62833.1,6096,BP,glycolytic process,,,,
,KID62833.1,4634,MF,phosphopyruvate hydratase activity,,,,
,KID62833.1,287,MF,magnesium ion binding,,,,
,KID62833.1,4672,MF,protein kinase activity,,,,
,KID62833.1,5524,MF,ATP binding,,,,
,KID62833.1,15,CC,phosphopyruvate hydratase complex,,,,
,KID62833.1,6468,BP,protein phosphorylation,,,,
,KID62834.1,1,BP,mitochondrion inheritance,,,,
,KID62834.1,5743,CC,mitochondrial inner membrane,,,,
,KID62834.1,1900208,BP,regulation of cardiolipin metabolic process,,,,
,KID62834.1,6873,BP,cellular ion homeostasis,,,,
,KID62834.1,16021,CC,integral component of membrane,,,,
,KID62835.1,1732,BP,formation of cytoplasmic translation initiation complex,,,,
,KID62835.1,33290,CC,eukaryotic 48S preinitiation complex,,,,
,KID62835.1,3743,MF,translation initiation factor activity,,,,
,KID62835.1,16282,CC,eukaryotic 43S preinitiation complex,,,,
,KID62835.1,5852,CC,eukaryotic translation initiation factor 3 complex,,,,
,KID62835.1,16829,MF,lyase activity,,,,
,KID62836.1,4814,MF,arginine-tRNA ligase activity,,,,
,KID62836.1,6420,BP,arginyl-tRNA aminoacylation,,,,
,KID62836.1,5737,CC,cytoplasm,,,,
,KID62836.1,70469,CC,respirasome,,,,
,KID62836.1,5524,MF,ATP binding,,,,
,KID62836.1,16021,CC,integral component of membrane,,,,
,KID62836.1,43231,CC,intracellular membrane-bounded organelle,,,,
,KID62836.1,9916,MF,alternative oxidase activity,,,,
