organism	id	protein_id	go_id	ontology	description
1276135		KID62399.1	0019033	CC	viral tegument
1276135		KID62399.1	0039693	BP	viral DNA genome replication
1276135		KID62399.1	0036459	MF	thiol-dependent ubiquitinyl hydrolase activity
1276135		KID62399.1	0030430	CC	host cell cytoplasm
1276135		KID62399.1	0042025	CC	host cell nucleus
1276135		KID62399.1	0004672	MF	protein kinase activity
1276135		KID62399.1	0005199	MF	structural constituent of cell wall
1276135		KID62399.1	0016021	CC	integral component of membrane
1276135		KID62399.1	0030197	MF	extracellular matrix constituent, lubricant activity
1276135		KID62399.1	0008144	MF	drug binding
1276135		KID62399.1	0000812	CC	Swr1 complex
1276135		KID62399.1	0016985	MF	mannan endo-1,4-beta-mannosidase activity
1276135		KID62399.1	0097367	MF	carbohydrate derivative binding
1276135		KID62399.1	0006508	BP	proteolysis
1276135		KID62399.1	0030165	MF	PDZ domain binding
1276135		KID62399.1	0030554	MF	adenyl nucleotide binding
1276135		KID62399.1	0043167	MF	ion binding
1276135		KID62399.1	0005796	CC	Golgi lumen
1276135		KID62399.1	0008643	BP	carbohydrate transport
1276135		KID62399.1	0043486	BP	histone exchange
1276135		KID62399.1	0006464	BP	cellular protein modification process
1276135		KID62399.1	0008320	MF	protein transmembrane transporter activity
1276135		KID62399.1	0016324	CC	apical plasma membrane
1276135		KID62399.1	0009897	CC	external side of plasma membrane
1276135		KID62399.1	0062023	CC	collagen-containing extracellular matrix
1276135		KID62399.1	0002223	BP	stimulatory C-type lectin receptor signaling pathway
1276135		KID62399.1	0004601	MF	peroxidase activity
1276135		KID62399.1	0006080	BP	substituted mannan metabolic process
1276135		KID62399.1	0044614	CC	nuclear pore cytoplasmic filaments
1276135		KID62399.1	0016310	BP	phosphorylation
1276135		KID62399.1	0017056	MF	structural constituent of nuclear pore
1276135		KID62399.1	0006886	BP	intracellular protein transport
1276135		KID62399.1	0004252	MF	serine-type endopeptidase activity
1276135		KID62399.1	0005789	CC	endoplasmic reticulum membrane
1276135		KID62399.1	0004888	MF	transmembrane signaling receptor activity
1276135		KID62399.1	0140097	MF	catalytic activity, acting on DNA
1276135		KID62399.1	0009360	CC	DNA polymerase III complex
1276135		KID62399.1	0061630	MF	ubiquitin protein ligase activity
1276135		KID62399.1	0043177	MF	organic acid binding
1276135		KID62399.1	0033218	MF	amide binding
1276135		KID62399.1	1901681	MF	sulfur compound binding
1276135		KID62399.1	0046983	MF	protein dimerization activity
1276135		KID62399.1	0003677	MF	DNA binding
1276135		KID62399.1	0044877	MF	protein-containing complex binding
1276135		KID62399.1	0016779	MF	nucleotidyltransferase activity
1276135		KID62399.1	0008094	MF	DNA-dependent ATPase activity
1276135		KID62399.1	0015399	MF	primary active transmembrane transporter activity
1276135		KID62399.1	0004386	MF	helicase activity
1276135		KID62399.1	0071806	BP	protein transmembrane transport
1276135		KID62399.1	0007178	BP	transmembrane receptor protein serine/threonine kinase signaling pathway
1276135		KID62399.1	0043413	BP	macromolecule glycosylation
1276135		KID62399.1	0009101	BP	glycoprotein biosynthetic process
1276135		KID62399.1	0007155	BP	cell adhesion
1276135		KID62399.1	0006030	BP	chitin metabolic process
1276135		KID62399.1	0033750	BP	ribosome localization
1276135		KID62399.1	0098869	BP	cellular oxidant detoxification
1276135		KID62399.1	0009408	BP	response to heat
1276135		KID62399.1	0072599	BP	establishment of protein localization to endoplasmic reticulum
1276135		KID62399.1	0006260	BP	DNA replication
1276135		KID62399.1	0071166	BP	ribonucleoprotein complex localization
1276135		KID62399.1	0090150	BP	establishment of protein localization to membrane
1276135		KID62399.1	0019725	BP	cellular homeostasis
1276135		KID62399.1	0051656	BP	establishment of organelle localization
1276135		KID62399.1	0044265	BP	cellular macromolecule catabolic process
1276135		KID62399.1	0051028	BP	mRNA transport
1276135		KID62399.1	0006405	BP	RNA export from nucleus
1276135		KID62399.1	0030001	BP	metal ion transport
1276135		KID62399.1	0071897	BP	DNA biosynthetic process
1276135		KID62399.1	0030163	BP	protein catabolic process
1276135		KID62399.1	0042254	BP	ribosome biogenesis
1276135		KID62399.1	0032508	BP	DNA duplex unwinding
1276135		KID62399.1	0034655	BP	nucleobase-containing compound catabolic process
1276135		KID62399.1	0016071	BP	mRNA metabolic process
1276135		KID62399.1	0010629	BP	negative regulation of gene expression
1276135		KID62399.1	0010467	BP	gene expression
1276135		KID62400.1	0004499	MF	N,N-dimethylaniline monooxygenase activity
1276135		KID62400.1	0055114	BP	oxidation-reduction process
1276135		KID62400.1	0005789	CC	endoplasmic reticulum membrane
1276135		KID62400.1	0050661	MF	NADP binding
1276135		KID62400.1	0050660	MF	flavin adenine dinucleotide binding
1276135		KID62400.1	0016021	CC	integral component of membrane
1276135		KID62400.1	0018667	MF	cyclohexanone monooxygenase activity
1276135		KID62400.1	0033767	MF	4-hydroxyacetophenone monooxygenase activity
1276135		KID62401.1	0004527	MF	exonuclease activity
1276135		KID62401.1	0090305	BP	nucleic acid phosphodiester bond hydrolysis
1276135		KID62401.1	0003676	MF	nucleic acid binding
1276135		KID62402.1	0008234	MF	cysteine-type peptidase activity
1276135		KID62402.1	0006508	BP	proteolysis
1276135		KID62402.1	0006915	BP	apoptotic process
1276135		KID62402.1	0004175	MF	endopeptidase activity
1276135		KID62403.1	0005815	CC	microtubule organizing center
1276135		KID62403.1	0016192	BP	vesicle-mediated transport
1276135		KID62403.1	0004843	MF	thiol-dependent ubiquitin-specific protease activity
1276135		KID62403.1	0006511	BP	ubiquitin-dependent protein catabolic process
1276135		KID62403.1	0016021	CC	integral component of membrane
1276135		KID62404.1	0003677	MF	DNA binding
1276135		KID62404.1	0006913	BP	nucleocytoplasmic transport
1276135		KID62404.1	0005623	CC	cell
1276135		KID62404.1	0016021	CC	integral component of membrane
1276135		KID62404.1	0017056	MF	structural constituent of nuclear pore
1276135		KID62405.1	0004843	MF	thiol-dependent ubiquitin-specific protease activity
1276135		KID62405.1	0006511	BP	ubiquitin-dependent protein catabolic process
1276135		KID62405.1	0000502	CC	proteasome complex
1276135		KID62405.1	0016021	CC	integral component of membrane
1276135		KID62405.1	0019784	MF	NEDD8-specific protease activity
1276135		KID62405.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID62405.1	0005506	MF	iron ion binding
1276135		KID62405.1	0020037	MF	heme binding
1276135		KID62405.1	0016579	BP	protein deubiquitination
1276135		KID62405.1	0071218	BP	cellular response to misfolded protein
1276135		KID62405.1	0000338	BP	protein deneddylation
1276135		KID62405.1	0006515	BP	protein quality control for misfolded or incompletely synthesized proteins
1276135		KID62405.1	0010498	BP	proteasomal protein catabolic process
1276135		KID62405.1	0055114	BP	oxidation-reduction process
1276135		KID62406.1	0017056	MF	structural constituent of nuclear pore
1276135		KID62406.1	0006913	BP	nucleocytoplasmic transport
1276135		KID62406.1	0005623	CC	cell
1276135		KID62406.1	0016021	CC	integral component of membrane
1276135		KID62406.1	0030474	BP	spindle pole body duplication
1276135		KID62406.1	0006999	BP	nuclear pore organization
1276135		KID62406.1	0015031	BP	protein transport
1276135		KID62406.1	0051028	BP	mRNA transport
1276135		KID62406.1	0044422	CC	organelle part
1276135		KID62406.1	0043227	CC	membrane-bounded organelle
1276135		KID62406.1	0032991	CC	protein-containing complex
1276135		KID62406.1	0034504	BP	protein localization to nucleus
1276135		KID62406.1	0072594	BP	establishment of protein localization to organelle
1276135		KID62407.1	0005730	CC	nucleolus
1276135		KID62407.1	0006364	BP	rRNA processing
1276135		KID62407.1	0003723	MF	RNA binding
1276135		KID62407.1	0008134	MF	transcription factor binding
1276135		KID62407.1	0003677	MF	DNA binding
1276135		KID62407.1	0032545	CC	CURI complex
1276135		KID62407.1	0030686	CC	90S preribosome
1276135		KID62407.1	0032040	CC	small-subunit processome
1276135		KID62407.1	0071431	BP	tRNA-containing ribonucleoprotein complex export from nucleus
1276135		KID62407.1	0051031	BP	tRNA transport
1276135		KID62407.1	0097064	BP	ncRNA export from nucleus
1276135		KID62407.1	0006355	BP	regulation of transcription, DNA-templated
1276135		KID62408.1	0008260	MF	3-oxoacid CoA-transferase activity
1276135		KID62408.1	0046952	BP	ketone body catabolic process
1276135		KID62408.1	0005739	CC	mitochondrion
1276135		KID62409.1	0016740	MF	transferase activity
1276135		KID62411.1	0016301	MF	kinase activity
1276135		KID62411.1	0016310	BP	phosphorylation
1276135		KID62411.1	0005887	CC	integral component of plasma membrane
1276135		KID62411.1	0016787	MF	hydrolase activity
1276135		KID62411.1	0055085	BP	transmembrane transport
1276135		KID62413.1	0070273	MF	phosphatidylinositol-4-phosphate binding
1276135		KID62413.1	0006633	BP	fatty acid biosynthetic process
1276135		KID62413.1	0016021	CC	integral component of membrane
1276135		KID62415.1	0003743	MF	translation initiation factor activity
1276135		KID62415.1	0006413	BP	translational initiation
1276135		KID62415.1	0005739	CC	mitochondrion
1276135		KID62415.1	0003924	MF	GTPase activity
1276135		KID62415.1	0005525	MF	GTP binding
1276135		KID62415.1	0032543	BP	mitochondrial translation
1276135		KID62415.1	0006414	BP	translational elongation
1276135		KID62415.1	0000049	MF	tRNA binding
1276135		KID62415.1	0003746	MF	translation elongation factor activity
1276135		KID62415.1	0046872	MF	metal ion binding
1276135		KID62416.1	0006364	BP	rRNA processing
1276135		KID62416.1	0005634	CC	nucleus
1276135		KID62416.1	0005737	CC	cytoplasm
1276135		KID62416.1	0042274	BP	ribosomal small subunit biogenesis
1276135		KID62417.1	0006886	BP	intracellular protein transport
1276135		KID62417.1	0005623	CC	cell
1276135		KID62417.1	0043130	MF	ubiquitin binding
1276135		KID62417.1	0016192	BP	vesicle-mediated transport
1276135		KID62417.1	0044422	CC	organelle part
1276135		KID62417.1	0043227	CC	membrane-bounded organelle
1276135		KID62417.1	0043162	BP	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
1276135		KID62417.1	0072666	BP	establishment of protein localization to vacuole
1276135		KID62417.1	0016482	BP	cytosolic transport
1276135		KID62417.1	0007034	BP	vacuolar transport
1276135		KID62419.1	0006366	BP	transcription by RNA polymerase II
1276135		KID62419.1	0016021	CC	integral component of membrane
1276135		KID62420.1	0003743	MF	translation initiation factor activity
1276135		KID62420.1	0006413	BP	translational initiation
1276135		KID62420.1	0022627	CC	cytosolic small ribosomal subunit
1276135		KID62420.1	0006417	BP	regulation of translation
1276135		KID62420.1	0043022	MF	ribosome binding
1276135		KID62420.1	0000049	MF	tRNA binding
1276135		KID62421.1	0005887	CC	integral component of plasma membrane
1276135		KID62421.1	0055085	BP	transmembrane transport
1276135		KID62421.1	0022857	MF	transmembrane transporter activity
1276135		KID62421.1	0003743	MF	translation initiation factor activity
1276135		KID62421.1	0006413	BP	translational initiation
1276135		KID62421.1	0015893	BP	drug transport
1276135		KID62421.1	0000329	CC	fungal-type vacuole membrane
1276135		KID62422.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID62422.1	0003700	MF	DNA-binding transcription factor activity
1276135		KID62422.1	0005634	CC	nucleus
1276135		KID62423.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID62423.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID62423.1	0005634	CC	nucleus
1276135		KID62423.1	0008270	MF	zinc ion binding
1276135		KID62423.1	0004000	MF	adenosine deaminase activity
1276135		KID62423.1	0003723	MF	RNA binding
1276135		KID62423.1	0006396	BP	RNA processing
1276135		KID62424.1	0016021	CC	integral component of membrane
1276135		KID62425.1	0006308	BP	DNA catabolic process
1276135		KID62425.1	0004519	MF	endonuclease activity
1276135		KID62425.1	0003676	MF	nucleic acid binding
1276135		KID62425.1	0090305	BP	nucleic acid phosphodiester bond hydrolysis
1276135		KID62427.1	0004185	MF	serine-type carboxypeptidase activity
1276135		KID62427.1	0006508	BP	proteolysis
1276135		KID62427.1	0016021	CC	integral component of membrane
1276135		KID62427.1	0044257	BP	cellular protein catabolic process
1276135		KID62428.1	1903963	BP	arachidonate transport
1276135		KID62428.1	0004623	MF	phospholipase A2 activity
1276135		KID62428.1	0032309	BP	icosanoid secretion
1276135		KID62428.1	0006644	BP	phospholipid metabolic process
1276135		KID62432.1	0016788	MF	hydrolase activity, acting on ester bonds
1276135		KID62432.1	0005975	BP	carbohydrate metabolic process
1276135		KID62432.1	0016021	CC	integral component of membrane
1276135		KID62432.1	0004563	MF	beta-N-acetylhexosaminidase activity
1276135		KID62432.1	0016874	MF	ligase activity
1276135		KID62433.1	0008080	MF	N-acetyltransferase activity
1276135		KID62433.1	0030131	CC	clathrin adaptor complex
1276135		KID62433.1	0006694	BP	steroid biosynthetic process
1276135		KID62433.1	0071702	BP	organic substance transport
1276135		KID62433.1	0016192	BP	vesicle-mediated transport
1276135		KID62433.1	0034613	BP	cellular protein localization
1276135		KID62433.1	0046907	BP	intracellular transport
1276135		KID62433.1	0016765	MF	transferase activity, transferring alkyl or aryl (other than methyl) groups
1276135		KID62433.1	0008168	MF	methyltransferase activity
1276135		KID62433.1	0022857	MF	transmembrane transporter activity
1276135		KID62433.1	0045184	BP	establishment of protein localization
1276135		KID62433.1	0016491	MF	oxidoreductase activity
1276135		KID62433.1	0042886	BP	amide transport
1276135		KID62433.1	0016021	CC	integral component of membrane
1276135		KID62433.1	0032259	BP	methylation
1276135		KID62433.1	0055085	BP	transmembrane transport
1276135		KID62433.1	0055114	BP	oxidation-reduction process
1276135		KID62435.1	0042765	CC	GPI-anchor transamidase complex
1276135		KID62435.1	0004252	MF	serine-type endopeptidase activity
1276135		KID62435.1	0006508	BP	proteolysis
1276135		KID62435.1	0016740	MF	transferase activity
1276135		KID62435.1	0031225	CC	anchored component of membrane
1276135		KID62435.1	0005886	CC	plasma membrane
1276135		KID62436.1	0003743	MF	translation initiation factor activity
1276135		KID62436.1	0006413	BP	translational initiation
1276135		KID62436.1	0005851	CC	eukaryotic translation initiation factor 2B complex
1276135		KID62436.1	0005887	CC	integral component of plasma membrane
1276135		KID62436.1	0005634	CC	nucleus
1276135		KID62436.1	0016779	MF	nucleotidyltransferase activity
1276135		KID62436.1	0031369	MF	translation initiation factor binding
1276135		KID62436.1	0005085	MF	guanyl-nucleotide exchange factor activity
1276135		KID62436.1	0003924	MF	GTPase activity
1276135		KID62436.1	0043565	MF	sequence-specific DNA binding
1276135		KID62436.1	0005525	MF	GTP binding
1276135		KID62436.1	0055085	BP	transmembrane transport
1276135		KID62436.1	0003700	MF	DNA-binding transcription factor activity
1276135		KID62436.1	0006355	BP	regulation of transcription, DNA-templated
1276135		KID62437.1	0000156	MF	phosphorelay response regulator activity
1276135		KID62437.1	0000160	BP	phosphorelay signal transduction system
1276135		KID62437.1	0005634	CC	nucleus
1276135		KID62437.1	0043565	MF	sequence-specific DNA binding
1276135		KID62437.1	0003700	MF	DNA-binding transcription factor activity
1276135		KID62437.1	0006355	BP	regulation of transcription, DNA-templated
1276135		KID62437.1	0005667	CC	transcription factor complex
1276135		KID62437.1	0001012	MF	RNA polymerase II regulatory region DNA binding
1276135		KID62437.1	0000785	CC	chromatin
1276135		KID62437.1	0003690	MF	double-stranded DNA binding
1276135		KID62437.1	0070013	CC	intracellular organelle lumen
1276135		KID62437.1	0016779	MF	nucleotidyltransferase activity
1276135		KID62437.1	0042802	MF	identical protein binding
1276135		KID62437.1	0046872	MF	metal ion binding
1276135		KID62437.1	1900237	BP	positive regulation of induction of conjugation with cellular fusion
1276135		KID62437.1	0140098	MF	catalytic activity, acting on RNA
1276135		KID62437.1	1903508	BP	positive regulation of nucleic acid-templated transcription
1276135		KID62437.1	0010628	BP	positive regulation of gene expression
1276135		KID62437.1	0034605	BP	cellular response to heat
1276135		KID62437.1	0034599	BP	cellular response to oxidative stress
1276135		KID62437.1	0006269	BP	DNA replication, synthesis of RNA primer
1276135		KID62438.1	0003896	MF	DNA primase activity
1276135		KID62438.1	0006269	BP	DNA replication, synthesis of RNA primer
1276135		KID62438.1	0000790	CC	nuclear chromatin
1276135		KID62438.1	0003697	MF	single-stranded DNA binding
