organism	id	protein_id	go_id	ontology	description		
1276135		KID60417.1	75308	BP	negative regulation of conidium formation		
1276135		KID60418.1	5509	MF	calcium ion binding		
1276135		KID60418.1	6468	BP	protein phosphorylation		
1276135		KID60418.1	4683	MF	calmodulin-dependent protein kinase activity		
1276135		KID60418.1	5524	MF	ATP binding		
1276135		KID60419.1	5840	CC	ribosome		
1276135		KID60419.1	3735	MF	structural constituent of ribosome		
1276135		KID60419.1	6412	BP	translation		
1276135		KID60420.1	3735	MF	structural constituent of ribosome		
1276135		KID60420.1	5840	CC	ribosome		
1276135		KID60420.1	6412	BP	translation		
1276135		KID60420.1	4794	MF	L-threonine ammonia-lyase activity		
1276135		KID60420.1	30170	MF	pyridoxal phosphate binding		
1276135		KID60420.1	6567	BP	threonine catabolic process		
1276135		KID60420.1	9097	BP	isoleucine biosynthetic process		
1276135		KID60421.1	43998	MF	H2A histone acetyltransferase activity		
1276135		KID60421.1	43968	BP	histone H2A acetylation		
1276135		KID60421.1	16021	CC	integral component of membrane		
1276135		KID60421.1	10485	MF	H4 histone acetyltransferase activity		
1276135		KID60421.1	43967	BP	histone H4 acetylation		
1276135		KID60421.1	1990189	MF	peptide-serine-N-acetyltransferase activity		
1276135		KID60421.1	61187	BP	regulation of chromatin silencing at rDNA		
1276135		KID60421.1	6474	BP	N-terminal protein amino acid acetylation		
1276135		KID60422.1	3938	MF	IMP dehydrogenase activity		
1276135		KID60422.1	6177	BP	GMP biosynthetic process		
1276135		KID60422.1	5737	CC	cytoplasm		
1276135		KID60422.1	46872	MF	metal ion binding		
1276135		KID60422.1	166	MF	nucleotide binding		
1276135		KID60422.1	51213	MF	dioxygenase activity		
1276135		KID60422.1	55114	BP	oxidation-reduction process		
1276135		KID60423.1	3824	MF	catalytic activity		
1276135		KID60423.1	6177	BP	GMP biosynthetic process		
1276135		KID60423.1	5737	CC	cytoplasm		
1276135		KID60423.1	46872	MF	metal ion binding		
1276135		KID60423.1	166	MF	nucleotide binding		
1276135		KID60423.1	55114	BP	oxidation-reduction process		
1276135		KID60424.1	4222	MF	metalloendopeptidase activity		
1276135		KID60424.1	6508	BP	proteolysis		
1276135		KID60424.1	17087	CC	mitochondrial processing peptidase complex		
1276135		KID60424.1	46872	MF	metal ion binding		
1276135		KID60424.1	6626	BP	protein targeting to mitochondrion		
1276135		KID60424.1	5743	CC	mitochondrial inner membrane		
1276135		KID60424.1	70469	CC	respirasome		
1276135		KID60424.1	51604	BP	protein maturation		
1276135		KID60424.1	44267	BP	cellular protein metabolic process		
1276135		KID60424.1	55114	BP	oxidation-reduction process		
1276135		KID60425.1	46982	MF	protein heterodimerization activity		
1276135		KID60425.1	6352	BP	DNA-templated transcription		
1276135		KID60425.1	124	CC	SAGA complex		
1276135		KID60425.1	5669	CC	transcription factor TFIID complex		
1276135		KID60425.1	3743	MF	translation initiation factor activity		
1276135		KID60425.1	6413	BP	translational initiation		
1276135		KID60425.1	4842	MF	ubiquitin-protein transferase activity		
1276135		KID60425.1	4402	MF	histone acetyltransferase activity		
1276135		KID60425.1	44212	MF	transcription regulatory region DNA binding		
1276135		KID60425.1	8134	MF	transcription factor binding		
1276135		KID60425.1	16567	BP	protein ubiquitination		
1276135		KID60425.1	43966	BP	histone H3 acetylation		
1276135		KID60425.1	6366	BP	transcription by RNA polymerase II		
1276135		KID60425.1	45944	BP	positive regulation of transcription by RNA polymerase II		
1276135		KID60426.1	4636	MF	phosphoribosyl-ATP diphosphatase activity		
1276135		KID60426.1	105	BP	histidine biosynthetic process		
1276135		KID60426.1	5829	CC	cytosol		
1276135		KID60426.1	4635	MF	phosphoribosyl-AMP cyclohydrolase activity		
1276135		KID60426.1	4399	MF	histidinol dehydrogenase activity		
1276135		KID60426.1	51287	MF	NAD binding		
1276135		KID60426.1	8270	MF	zinc ion binding		
1276135		KID60426.1	5524	MF	ATP binding		
1276135		KID60426.1	55114	BP	oxidation-reduction process		
1276135		KID60427.1	71763	BP	nuclear membrane organization		
1276135		KID60427.1	8195	MF	phosphatidate phosphatase activity		
1276135		KID60427.1	5634	CC	nucleus		
1276135		KID60427.1	7029	BP	endoplasmic reticulum organization		
1276135		KID60427.1	19432	BP	triglyceride biosynthetic process		
1276135		KID60427.1	9062	BP	fatty acid catabolic process		
1276135		KID60427.1	16311	BP	dephosphorylation		
1276135		KID60428.1	16021	CC	integral component of membrane		
1276135		KID60428.1	42147	BP	retrograde transport		
1276135		KID60428.1	4754	MF	saccharopine dehydrogenase (NAD+		
1276135		KID60428.1	938	CC	GARP complex		
1276135		KID60428.1	31177	MF	phosphopantetheine binding		
1276135		KID60428.1	9085	BP	lysine biosynthetic process		
1276135		KID60428.1	16788	MF	hydrolase activity		
1276135		KID60428.1	5829	CC	cytosol		
1276135		KID60428.1	16740	MF	transferase activity		
1276135		KID60428.1	55114	BP	oxidation-reduction process		
1276135		KID60429.1	938	CC	GARP complex		
1276135		KID60429.1	42147	BP	retrograde transport		
1276135		KID60429.1	4791	MF	thioredoxin-disulfide reductase activity		
1276135		KID60429.1	8061	MF	chitin binding		
1276135		KID60429.1	5829	CC	cytosol		
1276135		KID60429.1	19430	BP	removal of superoxide radicals		
1276135		KID60429.1	16021	CC	integral component of membrane		
1276135		KID60429.1	55114	BP	oxidation-reduction process		
1276135		KID60429.1	5975	BP	carbohydrate metabolic process		
1276135		KID60430.1	4791	MF	thioredoxin-disulfide reductase activity		
1276135		KID60430.1	19430	BP	removal of superoxide radicals		
1276135		KID60430.1	5737	CC	cytoplasm		
1276135		KID60430.1	99023	CC	vesicle tethering complex		
1276135		KID60430.1	8270	MF	zinc ion binding		
1276135		KID60430.1	35091	MF	phosphatidylinositol binding		
1276135		KID60430.1	97708	CC	intracellular vesicle		
1276135		KID60430.1	12505	CC	endomembrane system		
1276135		KID60430.1	44446	CC	intracellular organelle part		
1276135		KID60430.1	43231	CC	intracellular membrane-bounded organelle		
1276135		KID60430.1	16021	CC	integral component of membrane		
1276135		KID60430.1	55114	BP	oxidation-reduction process		
1276135		KID60430.1	42147	BP	retrograde transport		
1276135		KID60431.1	70569	MF	uridylyltransferase activity		
1276135		KID60431.1	6048	BP	UDP-N-acetylglucosamine biosynthetic process		
1276135		KID60431.1	32440	MF	2-alkenal reductase [NAD(P)] activity		
1276135		KID60431.1	55114	BP	oxidation-reduction process		
1276135		KID60431.1	5975	BP	carbohydrate metabolic process		
1276135		KID60432.1	19104	MF	DNA N-glycosylase activity		
1276135		KID60432.1	6281	BP	DNA repair		
1276135		KID60432.1	16021	CC	integral component of membrane		
1276135		KID60433.1	5856	CC	cytoskeleton		
1276135		KID60433.1	5524	MF	ATP binding		
1276135		KID60433.1	6325	BP	chromatin organization		
1276135		KID60433.1	6281	BP	DNA repair		
1276135		KID60433.1	5737	CC	cytoplasm		
1276135		KID60433.1	16514	CC	SWI/SNF complex		
1276135		KID60433.1	35267	CC	NuA4 histone acetyltransferase complex		
1276135		KID60433.1	18393	BP	internal peptidyl-lysine acetylation		
1276135		KID60433.1	16740	MF	transferase activity		
1276135		KID60433.1	3682	MF	chromatin binding		
1276135		KID60433.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID60433.1	16021	CC	integral component of membrane		
1276135		KID60434.1	4824	MF	lysine-tRNA ligase activity		
1276135		KID60434.1	6430	BP	lysyl-tRNA aminoacylation		
1276135		KID60434.1	5737	CC	cytoplasm		
1276135		KID60434.1	5524	MF	ATP binding		
1276135		KID60434.1	43231	CC	intracellular membrane-bounded organelle		
1276135		KID60434.1	3676	MF	nucleic acid binding		
1276135		KID60434.1	70127	BP	tRNA aminoacylation for mitochondrial protein translation		
1276135		KID60434.1	16031	BP	tRNA import into mitochondrion		
1276135		KID60435.1	9277	CC	fungal-type cell wall		
1276135		KID60435.1	9986	CC	cell surface		
1276135		KID60435.1	5576	CC	extracellular region		
1276135		KID60436.1	16021	CC	integral component of membrane		
1276135		KID60437.1	4386	MF	helicase activity		
1276135		KID60437.1	5730	CC	nucleolus		
1276135		KID60437.1	6364	BP	rRNA processing		
1276135		KID60437.1	5524	MF	ATP binding		
1276135		KID60437.1	16021	CC	integral component of membrane		
1276135		KID60437.1	3676	MF	nucleic acid binding		
1276135		KID60437.1	42274	BP	ribosomal small subunit biogenesis		
1276135		KID60437.1	140098	MF	catalytic activity		
1276135		KID60438.1	16021	CC	integral component of membrane		
1276135		KID60438.1	16757	MF	transferase activity		
1276135		KID60438.1	6506	BP	GPI anchor biosynthetic process		
1276135		KID60438.1	31226	CC	intrinsic component of plasma membrane		
1276135		KID60438.1	5524	MF	ATP binding		
1276135		KID60438.1	3676	MF	nucleic acid binding		
1276135		KID60438.1	16491	MF	oxidoreductase activity		
1276135		KID60438.1	22857	MF	transmembrane transporter activity		
1276135		KID60438.1	55114	BP	oxidation-reduction process		
1276135		KID60438.1	55085	BP	transmembrane transport		
1276135		KID60439.1	16021	CC	integral component of membrane		
1276135		KID60439.1	3755	MF	peptidyl-prolyl cis-trans isomerase activity		
1276135		KID60439.1	413	BP	protein peptidyl-prolyl isomerization		
1276135		KID60439.1	5524	MF	ATP binding		
1276135		KID60439.1	3676	MF	nucleic acid binding		
1276135		KID60441.1	16021	CC	integral component of membrane		
1276135		KID60441.1	51788	BP	response to misfolded protein		
1276135		KID60441.1	61630	MF	ubiquitin protein ligase activity		
1276135		KID60441.1	6511	BP	ubiquitin-dependent protein catabolic process		
1276135		KID60441.1	5770	CC	late endosome		
1276135		KID60441.1	16567	BP	protein ubiquitination		
1276135		KID60441.1	16874	MF	ligase activity		
1276135		KID60441.1	5794	CC	Golgi apparatus		
1276135		KID60441.1	5634	CC	nucleus		
1276135		KID60442.1	3755	MF	peptidyl-prolyl cis-trans isomerase activity		
1276135		KID60442.1	413	BP	protein peptidyl-prolyl isomerization		
1276135		KID60442.1	5634	CC	nucleus		
1276135		KID60442.1	6457	BP	protein folding		
1276135		KID60442.1	16018	MF	cyclosporin A binding		
1276135		KID60442.1	51082	MF	unfolded protein binding		
1276135		KID60444.1	3700	MF	DNA-binding transcription factor activity		
1276135		KID60444.1	6355	BP	regulation of transcription		
1276135		KID60444.1	5634	CC	nucleus		
1276135		KID60444.1	3723	MF	RNA binding		
1276135		KID60444.1	48315	BP	conidium formation		
1276135		KID60444.1	30435	BP	sporulation resulting in formation of a cellular spore		
1276135		KID60445.1	3723	MF	RNA binding		
1276135		KID60445.1	51252	BP	regulation of RNA metabolic process		
1276135		KID60445.1	16607	CC	nuclear speck		
1276135		KID60445.1	10468	BP	regulation of gene expression		
1276135		KID60445.1	3700	MF	DNA-binding transcription factor activity		
1276135		KID60445.1	45292	BP	mRNA cis splicing		
1276135		KID60445.1	2000112	BP	regulation of cellular macromolecule biosynthetic process		
1276135		KID60445.1	16021	CC	integral component of membrane		
1276135		KID60446.1	16727	MF	oxidoreductase activity		
1276135		KID60446.1	5634	CC	nucleus		
1276135		KID60446.1	22900	BP	electron transport chain		
1276135		KID60446.1	6508	BP	proteolysis		
1276135		KID60446.1	4854	MF	xanthine dehydrogenase activity		
1276135		KID60446.1	8080	MF	N-acetyltransferase activity		
1276135		KID60446.1	9058	BP	biosynthetic process		
1276135		KID60446.1	71949	MF	FAD binding		
1276135		KID60446.1	51537	MF	2 iron		
1276135		KID60446.1	16021	CC	integral component of membrane		
1276135		KID60446.1	30170	MF	pyridoxal phosphate binding		
1276135		KID60446.1	8237	MF	metallopeptidase activity		
1276135		KID60446.1	46872	MF	metal ion binding		
1276135		KID60446.1	9055	MF	electron transfer activity		
1276135		KID60446.1	16853	MF	isomerase activity		
1276135		KID60447.1	4055	MF	argininosuccinate synthase activity		
1276135		KID60447.1	6526	BP	arginine biosynthetic process		
1276135		KID60447.1	5829	CC	cytosol		
1276135		KID60447.1	5524	MF	ATP binding		
1276135		KID60447.1	5634	CC	nucleus		
1276135		KID60447.1	4826	MF	phenylalanine-tRNA ligase activity		
1276135		KID60447.1	49	MF	tRNA binding		
1276135		KID60447.1	53	BP	argininosuccinate metabolic process		
1276135		KID60447.1	8270	MF	zinc ion binding		
1276135		KID60447.1	50	BP	urea cycle		
1276135		KID60447.1	6432	BP	phenylalanyl-tRNA aminoacylation		
1276135		KID60447.1	3677	MF	DNA binding		
1276135		KID60447.1	6351	BP	transcription		
1276135		KID60448.1	4055	MF	argininosuccinate synthase activity		
1276135		KID60448.1	6526	BP	arginine biosynthetic process		
1276135		KID60448.1	5829	CC	cytosol		
1276135		KID60448.1	5524	MF	ATP binding		
1276135		KID60448.1	5634	CC	nucleus		
1276135		KID60448.1	16021	CC	integral component of membrane		
1276135		KID60448.1	4826	MF	phenylalanine-tRNA ligase activity		
1276135		KID60448.1	49	MF	tRNA binding		
1276135		KID60448.1	8270	MF	zinc ion binding		
1276135		KID60448.1	6432	BP	phenylalanyl-tRNA aminoacylation		
1276135		KID60448.1	6351	BP	transcription		
1276135		KID60448.1	3677	MF	DNA binding		
1276135		KID60450.1	71596	BP	ubiquitin-dependent protein catabolic process via the N-end rule pathway		
1276135		KID60450.1	61630	MF	ubiquitin protein ligase activity		
1276135		KID60450.1	17119	CC	Golgi transport complex		
1276135		KID60450.1	8023	CC	transcription elongation factor complex		
1276135		KID60450.1	8270	MF	zinc ion binding		
1276135		KID60450.1	16567	BP	protein ubiquitination		
1276135		KID60450.1	6891	BP	intra-Golgi vesicle-mediated transport		
1276135		KID60450.1	6368	BP	transcription elongation from RNA polymerase II promoter		
1276135		KID60451.1	8168	MF	methyltransferase activity		
1276135		KID60451.1	32259	BP	methylation		
1276135		KID60451.1	45905	BP	positive regulation of translational termination		
1276135		KID60451.1	140096	MF	catalytic activity		
1276135		KID60451.1	18205	BP	peptidyl-lysine modification		
1276135		KID60451.1	8213	BP	protein alkylation		
1276135		KID60454.1	3899	MF	DNA-directed 5'-3' RNA polymerase activity		
1276135		KID60454.1	6351	BP	transcription		
1276135		KID60454.1	5736	CC	RNA polymerase I complex		
1276135		KID60454.1	5665	CC	RNA polymerase II		
1276135		KID60454.1	5666	CC	RNA polymerase III complex		
1276135		KID60454.1	8270	MF	zinc ion binding		
1276135		KID60454.1	3677	MF	DNA binding		
1276135		KID60455.1	16491	MF	oxidoreductase activity		
1276135		KID60455.1	55114	BP	oxidation-reduction process		
1276135		KID60456.1	16491	MF	oxidoreductase activity		
1276135		KID60456.1	55114	BP	oxidation-reduction process		
1276135		KID60456.1	46872	MF	metal ion binding		
1276135		KID60458.1	5783	CC	endoplasmic reticulum		
1276135		KID60458.1	6886	BP	intracellular protein transport		
1276135		KID60458.1	16021	CC	integral component of membrane		
1276135		KID60459.1	8168	MF	methyltransferase activity		
1276135		KID60459.1	32259	BP	methylation		
1276135		KID60459.1	16021	CC	integral component of membrane		
1276135		KID60459.1	16570	BP	histone modification		
1276135		KID60459.1	18205	BP	peptidyl-lysine modification		
1276135		KID60459.1	8213	BP	protein alkylation		
1276135		KID60459.1	140096	MF	catalytic activity		
1276135		KID60459.1	3677	MF	DNA binding		
1276135		KID60459.1	46872	MF	metal ion binding		
1276135		KID60460.1	36286	CC	eisosome filament		
1276135		KID60460.1	70941	BP	eisosome assembly		
1276135		KID60460.1	8289	MF	lipid binding		
1276135		KID60460.1	6469	BP	negative regulation of protein kinase activity		
1276135		KID60460.1	5886	CC	plasma membrane		
1276135		KID60460.1	6897	BP	endocytosis		
1276135		KID60461.1	3697	MF	single-stranded DNA binding		
1276135		KID60461.1	6289	BP	nucleotide-excision repair		
1276135		KID60461.1	5634	CC	nucleus		
1276135		KID60461.1	4519	MF	endonuclease activity		
1276135		KID60461.1	90305	BP	nucleic acid phosphodiester bond hydrolysis		
1276135		KID60461.1	8270	MF	zinc ion binding		
1276135		KID60461.1	4536	MF	deoxyribonuclease activity		
1276135		KID60461.1	6351	BP	transcription		
1276135		KID60461.1	6355	BP	regulation of transcription		
1276135		KID60462.1	8168	MF	methyltransferase activity		
1276135		KID60462.1	32259	BP	methylation		
1276135		KID60463.1	6351	BP	transcription		
1276135		KID60463.1	8270	MF	zinc ion binding		
1276135		KID60463.1	5634	CC	nucleus		
1276135		KID60463.1	3746	MF	translation elongation factor activity		
1276135		KID60463.1	6414	BP	translational elongation		
1276135		KID60463.1	6355	BP	regulation of transcription		
1276135		KID60463.1	3697	MF	single-stranded DNA binding		
1276135		KID60463.1	4518	MF	nuclease activity		
1276135		KID60463.1	1139	MF	RNA polymerase II complex recruiting activity		
1276135		KID60463.1	1012	MF	RNA polymerase II regulatory region DNA binding		
1276135		KID60463.1	30598	MF	rRNA N-glycosylase activity		
1276135		KID60463.1	4672	MF	protein kinase activity		
1276135		KID60463.1	5524	MF	ATP binding		
1276135		KID60463.1	6289	BP	nucleotide-excision repair		
1276135		KID60463.1	90305	BP	nucleic acid phosphodiester bond hydrolysis		
